ID;Accepted_species;Accepted_family;Genus_matched;Accepted_name_author;Accepted_name_url;life_form_Cardoso_et_al_2017;Bolivia;Brazil;Colombia;Ecuador;French_Guiana;Guyana;Herrero_Jauregui_et_al_2013;Peru;Piponiot_et_al_2019;Suriname;Venezuela;number_individuals_ATDN_plots;number_plots_ATDN_plots;estimated_ind_Amazon;log10_est_ind_Amazon;check_hyperdominant_spp;Forest_type_IV_max_hyperdominant;IV.indcls_hyperdominant;check ITTO_commercial_spp;check ITTO_LUS_spp;redlistCategory_IUCN_2022;yearPublished_IUCN_2022;Original_AOO_2050_IGS;Original_AOO_2050_BAU;2050_RCP_2.6;2050_RCP 8.5;2050_RCP 2.6_2050_IGS;2050_RCP 2.6_2050_BAU;2050_RCP 8.5_2050_IGS;2050_RCP_8.5_2050_BAU;Sub_region_AOO;check_CITES;appendix_CITES
673;Ocotea marmellensis;Lauraceae;Ocotea;Mez;http://www.tropicos.org/Name/17801540;shrub/ tree;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;36;8;26237826;7;NA;NA;0;NA;NA;Vulnerable;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
674;Ocotea myriantha;Lauraceae;Ocotea;(Meisn.) Mez;http://www.tropicos.org/Name/17800275;tree;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;163;74;77383129;8;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;VU;VU;VU;VU;VU;VU;WAN;NA;NA
675;Ocotea neesiana;Lauraceae;Ocotea;(Miq.) Kosterm.;http://www.tropicos.org/Name/17802482;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;59;12;15233303;7;NA;NA;0;NA;1;Least Concern;2019;NA;VU;NA;VU;VU;VU;VU;EN;GS;NA;NA
676;Ocotea oblonga;Lauraceae;Ocotea;(Meisn.) Mez;http://www.tropicos.org/Name/17800282;tree;NA;NA;1;NA;NA;NA;NA;1;1;1;NA;221;87;69499932;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;VU;CA;NA;NA
677;Ocotea obovata;Lauraceae;Ocotea;(Ruiz & Pav.) Mez;http://www.tropicos.org/Name/17800283;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;45;12;11082654;7;NA;NA;0;NA;NA;Least Concern;2021;NA;VU;VU;EN;EN;EN;EN;EN;WAS;NA;NA
678;Ocotea percurrens;Lauraceae;Ocotea;Vicent.;http://www.tropicos.org/Name/50177654;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;392;127;117476343;8;NA;NA;0;NA;NA;Least Concern;2019;VU;EN;EN;CR;EN;CR;CR;CR;SA;NA;NA
679;Ocotea petalanthera;Lauraceae;Ocotea;(Meisn.) Mez;http://www.tropicos.org/Name/17800291;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;168;58;25278706;7;NA;NA;0;NA;NA;NA;NA;VU;VU;VU;VU;VU;EN;VU;EN;CA;NA;NA
680;Ocotea puberula;Lauraceae;Ocotea;(Rich.) Nees;http://www.tropicos.org/Name/17801225;tree;NA;NA;1;NA;NA;NA;NA;1;1;1;NA;133;67;45012519;8;NA;NA;0;NA;NA;Lower Risk/least concern;1998;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
681;Ocotea quixos;Lauraceae;Ocotea;(Lam.) Kosterm.;http://www.worldfloraonline.org/taxon/wfo-0000383286;tree;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;23;14;4936773;7;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
682;Ocotea rhodophylla;Lauraceae;Ocotea;Vicent.;http://www.tropicos.org/Name/50176261;tree;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;78;38;31719661;8;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
683;Ocotea schomburgkiana;Lauraceae;Ocotea;(Nees) Mez;http://www.tropicos.org/Name/17801238;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;497;38;112586281;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;EN;VU;EN;EN;CR;GS;NA;NA
684;Ocotea splendens;Lauraceae;Ocotea;(Meisn.) Baill.;http://www.tropicos.org/Name/17800319;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;155;69;76876446;8;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;VU;EN;VU;EN;EN;EN;GS;NA;NA
685;Ocotea tomentella;Lauraceae;Ocotea;Sandwith;http://www.tropicos.org/Name/17802348;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;77;40;12554503;7;NA;NA;0;NA;NA;Least Concern;2021;NA;VU;EN;EN;EN;CR;CR;CR;GS;NA;NA
686;Oenocarpus bacaba;Arecaceae;Oenocarpus;Mart.;http://www.tropicos.org/Name/2400590;palm tree;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13982;470;1001787109;9;1;4;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
687;Oenocarpus bataua;Arecaceae;Oenocarpus;Mart.;http://www.tropicos.org/Name/2400591;palm tree;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7247;507;2810767264;9;1;3;0.31;NA;NA;NA;NA;NA;VU;NA;NA;VU;VU;VU;VU;WAN;NA;NA
688;Onychopetalum amazonicum;Annonaceae;Onychopetalum;R.E. Fr.;http://www.tropicos.org/Name/50103493;tree;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;870;123;98687371;8;NA;NA;0;NA;NA;Least Concern;2020;VU;EN;VU;VU;EN;CR;EN;CR;SA;NA;NA
689;Ormosia amazonica;Fabaceae;Ormosia;Ducke;http://www.tropicos.org/Name/13011034;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;21;18;10660284;7;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;EN;CA;NA;NA
690;Ormosia cinerea;Fabaceae;Ormosia;Benoist;http://www.tropicos.org/Name/13011041;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
691;Ormosia coarctata;Fabaceae;Ormosia;Jacks.;http://www.tropicos.org/Name/13030748;tree;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;34;20;17728225;7;NA;NA;0;NA;NA;Least Concern;2021;VU;VU;VU;VU;EN;EN;EN;CR;GS;NA;NA
692;Ormosia coccinea;Fabaceae;Ormosia;(Aubl.) Jacks.;http://www.tropicos.org/Name/13030749;tree;NA;NA;NA;NA;NA;1;1;1;NA;1;NA;117;51;33268277;8;NA;NA;0;NA;1;Least Concern;2020;NA;VU;NA;VU;VU;VU;VU;VU;GS;NA;NA
693;Ormosia costulata;Fabaceae;Ormosia;(Miq.) Kleinhoonte;http://www.tropicos.org/Name/13011044;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;106;41;22720945;7;NA;NA;0;NA;NA;NA;NA;NA;VU;VU;VU;EN;EN;EN;EN;GS;NA;NA
694;Ormosia coutinhoi;Fabaceae;Ormosia;Ducke;http://www.tropicos.org/Name/13011046;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;345;57;56751253;8;NA;NA;0;NA;NA;Least Concern;2019;VU;EN;EN;CR;CR;CR;CR;CR;GS;NA;NA
695;Ormosia macrocalyx;Fabaceae;Ormosia;Ducke;http://www.tropicos.org/Name/13011069;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;60;30;37426645;8;NA;NA;0;NA;NA;Least Concern;2021;NA;VU;VU;VU;VU;EN;VU;VU;CA;NA;NA
696;Ormosia melanocarpa;Fabaceae;Ormosia;Kleinhoonte;http://www.tropicos.org/Name/13011071;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;13;7;1200307;6;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
697;Ormosia nobilis;Fabaceae;Ormosia;Tul.;http://www.tropicos.org/Name/13030762;tree;1;NA;NA;NA;NA;NA;1;NA;1;NA;NA;41;30;18365162;7;NA;NA;0;NA;NA;Least Concern;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
698;Ormosia paraensis;Fabaceae;Ormosia;Ducke;http://www.tropicos.org/Name/13011079;tree;NA;NA;1;NA;NA;NA;1;1;1;1;1;467;183;195831570;8;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;VU;VU;VU;EN;VU;EN;GS;NA;NA
699;Ormosia schunkei;Fabaceae;Ormosia;Rudd;http://www.tropicos.org/Name/13013298;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1;447285;6;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
700;Ormosia stipularis;Fabaceae;Ormosia;Ducke;http://www.tropicos.org/Name/13011087;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;4;3;572101;6;NA;NA;0;NA;NA;NA;NA;VU;EN;NA;VU;VU;EN;VU;EN;SA;NA;NA
701;Osteophloeum platyspermum;Myristicaceae;Osteophloeum;(Spruce ex A. DC.) Warb.;http://www.tropicos.org/Name/21800088;tree;NA;1;1;1;NA;NA;1;1;1;NA;NA;1417;441;497202307;9;1;4;0.13;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;EN;VU;EN;GS;NA;NA
702;Otoba glycycarpa;Myristicaceae;Otoba;(Ducke) W.A. Rodrigues & T.S. Jaram.;http://www.tropicos.org/Name/21800191;tree;NA;NA;1;NA;NA;NA;1;1;NA;NA;NA;1089;97;248467135;8;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;NA;VU;VU;VU;VU;VU;WAN;NA;NA
703;Otoba parvifolia;Myristicaceae;Otoba;(Markgr.) A.H. Gentry;http://www.tropicos.org/Name/21800182;tree;NA;NA;1;1;NA;NA;1;1;1;NA;NA;2037;142;467648242;9;1;4;0.46;NA;1;NA;NA;NA;NA;NA;NA;NA;VU;VU;VU;WAN;NA;NA
704;Ouratea castaneifolia;Ochnaceae;Ouratea;(DC.) Engl.;http://www.tropicos.org/Name/22800062;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;77;35;18996530;7;NA;NA;0;NA;NA;NA;NA;VU;EN;VU;VU;EN;CR;EN;CR;SA;NA;NA
705;Ouratea guianensis;Ochnaceae;Ouratea;Aubl.;http://www.tropicos.org/Name/22800563;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;13;8;3066700;6;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
706;Oxandra asbeckii;Annonaceae;Oxandra;(Pulle) R.E. Fr.;http://www.tropicos.org/Name/1601731;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;1001;97;142564371;8;NA;NA;0;NA;NA;Least Concern;2021;NA;NA;VU;VU;VU;VU;VU;EN;GS;NA;NA
707;Pachira aquatica;Malvaceae;Pachira;Aubl.;http://www.tropicos.org/Name/3900113;tree;1;NA;1;NA;NA;NA;1;NA;1;NA;NA;521;85;95341544;8;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;GS;NA;NA
708;Pachira dolichocalyx;Malvaceae;Pachira;A. Robyns;http://www.tropicos.org/Name/50294721;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;44;12;3092110;6;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;Pachira flaviflora;Malvaceae;Pachira;(Pulle) Fern. Alonso;http://www.tropicos.org/Name/50138741;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;418;35;54234491;8;NA;NA;0;NA;NA;NA;NA;NA;VU;EN;EN;EN;EN;CR;CR;GS;NA;NA
710;Pachira insignis;Malvaceae;Pachira;(Sw.) Sw. ex Savigny;http://www.tropicos.org/Name/3900205;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;499;122;194470790;8;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
711;Pachira minor;Malvaceae;Pachira;(Sims) Hemsl.;http://www.tropicos.org/Name/3900552;tree;NA;NA;1;NA;NA;NA;NA;NA;NA;1;NA;8;4;6204009;7;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
712;Pachira nervosa;Malvaceae;Pachira;(Uittien) Fern. Alonso;http://www.tropicos.org/Name/50138752;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;118;52;48047266;8;NA;NA;0;NA;NA;NA;NA;VU;EN;VU;EN;EN;EN;CR;CR;GS;NA;NA
713;Pachira quinata;Malvaceae;Pachira;W.S. Alverson;http://www.tropicos.org/Name/3900714;tree;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;1;Vulnerable;1998;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
714;Pachira rupicola;Malvaceae;Pachira;(A. Robyns) W.S. Alverson;http://www.tropicos.org/Name/3900718;tree;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;Data Deficient;2021;NA;VU;CR;CR;CR;CR;CR;CR;GS;NA;NA
715;Palicourea guianensis;Rubiaceae;Palicourea;Aubl.;http://www.tropicos.org/Name/27902995;shrub/ tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;187;45;31524051;7;NA;NA;0;NA;NA;NA;NA;VU;VU;VU;VU;VU;VU;VU;EN;GS;NA;NA
716;Parahancornia fasciculata;Apocynaceae;Parahancornia;(Poir.) Benoist;http://www.tropicos.org/Name/1800967;tree;NA;1;NA;NA;NA;1;NA;NA;1;1;NA;198;122;46381054;8;NA;NA;0;NA;1;Least Concern;2020;VU;VU;VU;EN;VU;EN;EN;CR;GS;NA;NA
717;Paramachaerium ormosioides;Fabaceae;Paramachaerium;(Ducke) Ducke;http://www.tropicos.org/Name/13011302;tree;NA;NA;NA;NA;1;NA;1;NA;1;NA;NA;376;53;104156977;8;NA;NA;0;NA;NA;NA;NA;NA;VU;EN;EN;EN;CR;EN;CR;CA;NA;NA
718;Paramachaerium schunkei;Fabaceae;Paramachaerium;Rudd;http://www.tropicos.org/Name/13041187;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;Vulnerable;1998;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
719;Parinari campestris;Chrysobalanaceae;Parinari;Aubl.;http://www.tropicos.org/Name/7400593;tree;NA;NA;1;NA;NA;1;NA;NA;1;1;NA;186;63;49792784;8;NA;NA;0;NA;NA;Least Concern;2018;VU;VU;EN;EN;EN;CR;EN;CR;GS;NA;NA
720;Parinari excelsa;Chrysobalanaceae;Parinari;Sabine;http://www.tropicos.org/Name/7400307;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;438;184;141390928;8;NA;NA;0;NA;1;Least Concern;2017;VU;VU;NA;NA;VU;VU;VU;VU;GS;NA;NA
721;Parinari montana;Chrysobalanaceae;Parinari;Aubl.;http://www.tropicos.org/Name/7400285;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;79;63;39258707;8;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
722;Parinari rodolphii;Chrysobalanaceae;Parinari;Huber;http://www.tropicos.org/Name/7400327;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;93;51;20610848;7;NA;NA;0;NA;1;NA;NA;VU;VU;VU;EN;VU;EN;CR;CR;GS;NA;NA
723;Parkia balslevii;Fabaceae;Parkia;H.C. Hopkins;http://www.tropicos.org/Name/13067609;tree;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;28;17;4247765;7;NA;NA;0;NA;NA;Least Concern;2004;NA;NA;EN;EN;EN;EN;CR;CR;WAN;NA;NA
724;Parkia decussata;Fabaceae;Parkia;Ducke;http://www.tropicos.org/Name/13011309;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;110;59;26415462;7;NA;NA;0;NA;NA;NA;NA;NA;VU;EN;EN;EN;CR;EN;CR;CA;NA;NA
725;Parkia discolor;Fabaceae;Parkia;Spruce ex Benth.;http://www.tropicos.org/Name/13031290;tree;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;116;31;31959075;8;NA;NA;0;NA;NA;Least Concern;2018;NA;VU;VU;VU;EN;EN;EN;EN;CA;NA;NA
726;Parkia gigantocarpa;Fabaceae;Parkia;Ducke;http://www.tropicos.org/Name/13011310;tree;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;36;28;18038416;7;NA;NA;0;NA;NA;NA;NA;VU;EN;EN;CR;EN;CR;CR;CR;CA;NA;NA
727;Parkia multijuga;Fabaceae;Parkia;Benth.;http://www.tropicos.org/Name/13031301;tree;NA;1;1;1;NA;NA;1;1;1;NA;NA;847;274;284122012;8;NA;NA;0;1;NA;Least Concern;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
728;Parkia nitida;Fabaceae;Parkia;Miq.;http://www.tropicos.org/Name/13031302;tree;NA;NA;1;NA;NA;NA;1;1;1;1;1;489;252;139558801;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;EN;CA;NA;NA
729;Parkia panurensis;Fabaceae;Parkia;Benth. ex H.C. Hopkins;http://www.tropicos.org/Name/13041190;tree;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;182;76;80594790;8;NA;NA;0;NA;NA;Least Concern;2018;NA;VU;VU;VU;VU;VU;VU;VU;CA;NA;NA
730;Parkia paraensis;Fabaceae;Parkia;Ducke;http://www.tropicos.org/Name/13011317;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;4;2;587914;6;NA;NA;0;NA;1;Near Threatened;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
731;Parkia pendula;Fabaceae;Parkia;(Willd.) Benth. ex Walp.;http://www.tropicos.org/Name/13031307;tree;1;1;NA;NA;1;NA;1;1;1;1;NA;303;186;112707292;8;NA;NA;0;NA;1;Least Concern;2019;VU;VU;VU;VU;VU;EN;VU;EN;SA;NA;NA
732;Parkia ulei;Fabaceae;Parkia;(Harms) Kuhlm.;http://www.tropicos.org/Name/13011322;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;153;75;23153803;7;NA;NA;0;NA;NA;Least Concern;2012;VU;EN;EN;CR;EN;CR;CR;CR;CA;NA;NA
733;Parkia velutina;Fabaceae;Parkia;Benoist;http://www.tropicos.org/Name/13011324;tree;NA;NA;1;NA;NA;NA;1;NA;1;NA;NA;170;97;43964381;8;NA;NA;0;NA;NA;Least Concern;2018;NA;VU;VU;VU;VU;VU;VU;EN;CA;NA;NA
734;Pausandra martinii;Euphorbiaceae;Pausandra;Baill.;http://www.tropicos.org/Name/12805153;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;52;15;17096279;7;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
735;Paypayrola guianensis;Violaceae;Paypayrola;Aubl.;http://www.tropicos.org/Name/33801099;shrub/ tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;90;18;22770972;7;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;EN;CR;CR;CR;CR;CR;GS;NA;NA
736;Paypayrola longifolia;Violaceae;Paypayrola;Tul.;http://www.tropicos.org/Name/33800158;shrub/ tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;127;35;28128762;7;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;EN;VU;EN;EN;EN;GS;NA;NA
737;Peltogyne catingae;Fabaceae;Peltogyne;Ducke;http://www.tropicos.org/Name/13011986;tree;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;293;78;194532528;8;1;4;0.04;NA;NA;Least Concern;2021;NA;VU;EN;EN;EN;CR;CR;CR;CA;NA;NA
738;Peltogyne floribunda;Fabaceae;Peltogyne;(Kunth) Pittier;http://www.tropicos.org/Name/13011990;tree;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;184;16;52015648;8;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
739;Peltogyne maranhensis;Fabaceae;Peltogyne;Huber ex Ducke;http://www.tropicos.org/Name/13011994;tree;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
740;Peltogyne paniculata;Fabaceae;Peltogyne;Benth.;http://www.tropicos.org/Name/13031346;tree;NA;NA;NA;NA;NA;NA;1;NA;1;1;1;721;198;323412160;9;NA;NA;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
741;Peltogyne paradoxa;Fabaceae;Peltogyne;Ducke;http://www.tropicos.org/Name/13011997;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;2;2;404049;6;NA;NA;0;NA;NA;Vulnerable;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
742;Peltogyne subsessilis;Fabaceae;Peltogyne;W.A. Rodrigues;http://www.tropicos.org/Name/13013341;tree;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;87;9;58370702;8;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
743;Peltogyne venosa;Fabaceae;Peltogyne;(Vahl) Benth.;http://www.tropicos.org/Name/13031349;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;291;90;61950101;8;NA;NA;0;NA;NA;NA;NA;NA;VU;VU;EN;EN;EN;EN;EN;GS;NA;NA
744;Pentaclethra macroloba;Fabaceae;Pentaclethra;(Willd.) Kuntze;http://www.tropicos.org/Name/13012015;tree;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;10226;203;1710045088;9;1;5;0.08;NA;1;Least Concern;2019;NA;VU;EN;CR;EN;CR;CR;CR;GS;NA;NA
745;Pentaplaris davidsmithii;Malvaceae;Pentaplaris;Dorr & C. Bayer;http://www.tropicos.org/Name/50086310;tree;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;199;14;79803127;8;NA;NA;0;NA;NA;NA;NA;VU;VU;EN;EN;EN;EN;EN;EN;WAS;NA;NA
746;Pera bicolor;Peraceae;Pera;(Klotzsch) M<fc>ll. Arg.;http://www.tropicos.org/Name/12801647;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;535;112;221014359;8;NA;NA;0;NA;NA;Least Concern;2020;VU;VU;NA;VU;VU;VU;VU;VU;GS;NA;NA
747;Pera glabrata;Peraceae;Pera;(Schott) Poepp. ex Baill.;http://www.tropicos.org/Name/12805952;shrub/ tree;NA;NA;NA;NA;NA;NA;1;NA;1;1;NA;109;61;37347391;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;EN;CR;EN;CR;CR;CR;SA;NA;NA
748;Perebea guianensis;Moraceae;Perebea;Aubl.;http://www.tropicos.org/Name/21300621;tree;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;582;179;224501159;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;EN;CA;NA;NA
749;Perebea mollis;Moraceae;Perebea;(Poepp. & Endl.) Huber;http://www.tropicos.org/Name/21301066;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;345;154;182317132;8;NA;NA;0;NA;NA;Least Concern;2020;VU;VU;VU;VU;VU;EN;VU;EN;SA;NA;NA
750;Perebea rubra;Moraceae;Perebea;(Tr<e9>cul) C.C. Berg;http://www.tropicos.org/Name/50098935;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;29;22;18120141;7;NA;NA;0;NA;NA;NA;NA;NA;VU;VU;VU;VU;VU;VU;VU;CA;NA;NA
751;Persea caerulea;Lauraceae;Persea;(Ruiz & Pav.) Mez;http://www.tropicos.org/Name/17800002;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;114;5;41985345;8;NA;NA;0;NA;1;Least Concern;2017;NA;NA;CR;CR;CR;CR;CR;CR;CA;NA;NA
752;Persea rigens;Lauraceae;Persea;C.K. Allen;http://www.tropicos.org/Name/17802650;tree;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;Least Concern;2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
753;Physocalymma scaberrimum;Lythraceae;Physocalymma;Pohl;http://www.tropicos.org/Name/19200288;tree;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;371;41;161208303;8;NA;NA;0;NA;NA;Least Concern;2019;VU;EN;VU;VU;VU;EN;EN;CR;SA;NA;NA
754;Piptadenia pteroclada;Fabaceae;Piptadenia;Benth.;http://www.tropicos.org/Name/13012500;tree;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;32;17;11538771;7;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;VU;VU;VU;VU;VU;VU;WAN;NA;NA
755;Piptadenia robusta;Fabaceae;Piptadenia;Pittier;http://www.tropicos.org/Name/13012510;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;Least Concern;2021;CR;CR;CR;CR;CR;CR;CR;CR;WAS;NA;NA
756;Piptocoma discolor;Asteraceae;Piptocoma;(Kunth) Pruski;http://www.tropicos.org/Name/50066777;tree;NA;NA;1;1;NA;NA;1;NA;NA;NA;NA;29;3;3037323;6;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;VU;VU;VU;VU;VU;VU;WAN;NA;NA
757;Piranhea trifoliata;Picrodendraceae;Piranhea;Baill.;http://www.tropicos.org/Name/12807787;shrub/ tree;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;430;69;279460943;8;NA;NA;0;NA;NA;Least Concern;2020;VU;EN;EN;EN;EN;CR;EN;CR;SA;NA;NA
758;Platonia insignis;Clusiaceae;Platonia;Mart.;http://www.tropicos.org/Name/7801176;tree;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;134;65;31866143;8;NA;NA;0;NA;1;NA;NA;VU;EN;EN;EN;EN;CR;EN;CR;GS;NA;NA
759;Platymiscium pinnatum;Fabaceae;Platymiscium;(Jacq.) Dugand;http://www.tropicos.org/Name/13015172;tree;NA;NA;1;NA;NA;NA;1;NA;1;NA;1;173;84;71738448;8;NA;NA;0;NA;NA;NA;NA;NA;VU;VU;VU;VU;VU;VU;VU;CA;NA;NA
760;Platypodium elegans;Fabaceae;Platypodium;Vogel;http://www.tropicos.org/Name/13032025;tree;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;104;31;32420402;8;NA;NA;0;NA;NA;Least Concern;2012;VU;EN;EN;CR;EN;CR;CR;CR;SA;NA;NA
761;Pleurothyrium cuneifolium;Lauraceae;Pleurothyrium;Nees;http://www.tropicos.org/Name/17800943;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;29;14;4879422;7;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;VU;VU;VU;VU;VU;VU;WAN;NA;NA
